Poz20167;Poz2016;Firma;PKD;Przychody;WynikNett;siedziba;excoords;q;xcoord;ycoord
1625;1534;Schumacher Packaging Zakład Grudziądz sp. z o.o.;1712;202502;14723;Grudziądz , PL;53.487648 18.755776;,;53.492335;18.754460
1626;1453;Głuchołaskie Zakłady Papiernicze sp. z o.o.;1712;202153;3336;Głuchołazy, PL;50.317083 17.383381;PL,PL;50.314510;17.383556
1627;1652;Marcato sp. z o.o., Rzakta;2222;201545;8923;Rzakta, PL;52.13302 21.46234;PL,PL;52.131060;21.463090
1628;1638;Cerrad sp. z o.o., Starachowice;2331;201514;42670;Starachowice, PL;51.051887 21.076138;PL,PL;51.050410;21.076086
1629;1510;PPUH Woseba sp. z o.o., Odolanów;1083;201514;5497;Odolanów, PL;51.574218 17.673514;PL,PL;51.574925;17.675283
1630;1696;Gall-ICM sp.j., Legnica;4511;201483;4928;Legnica, PL;51.208209 16.160228;PL,PL;51.205731;16.153686
1631;1187;Italmetal sp. z o.o., Łęg;2550;201409;15936;Łęg, PL;49.887596 22.248491;PL,PL;49.885992;22.248781
1632;1590;ULMA Construction Polska SA GK, Warszawa;4211;201294;24225;Warszawa, PL;52.231924 21.006727;PL,PL;52.176350;21.046963
1633;1561;PIB sp. z o.o., Gołymin;4632;200963;104;Gołymin, PL;52.817509 20.857555;PL,PL;52.815084;20.857851
1634;1521;Agrolex sp. z o.o., Pyrzyce;4776;200933;3619;Pyrzyce, PL;53.1457 14.89267;PL,PL;53.145869;14.893078
1635;1736;WOB Beczkopol sp. z o.o., Łasin;2591;200855;18350;Łasin, PL;53.519653 19.087031;PL,PL;53.517811;19.086349
1636;1751;Neptun sp. z o.o., Lublin;4674;200820;1628;Lublin, PL;51.231292 22.568964;PL,PL;51.220904;22.570185
1637;1471;Mexem sp. z o.o., Warszawa;4941;200742;4201;Warszawa, PL;52.231924 21.006727;PL,PL;52.235749;20.996892
1638;1478;Koelner Polska sp. z o.o., Wrocław;4673;200571;3893;Wrocław, PL;51.108978 17.032669;PL,PL;51.106675;17.014475
1639;1646;Rotex Trade sp. z o.o., Henryszew;4671;200200;775;Henryszew, PL;52.07782 20.467109;PL,PL;52.075559;20.465056
1640;1962;PPU Surmat sp. z o.o. sp.k., Częstochowa;4677;200087;1479;Częstochowa, PL;50.812047 19.113213;PL,PL;50.814707;19.111981
1641;1483;Flora sp. z o.o., Praszka;4675;199355;4515;Praszka, PL;51.05536 18.448522;PL,PL;51.057715;18.453295
1642;1715;Yetico SA, Olsztyn;2221;199297;9931;Olsztyn, PL;53.775411 20.481225;PL,PL;53.770652;20.488008
1643;1916;Projprzem SA GK, Bydgoszcz;2511;199190;10845;Bydgoszcz, PL;53.121965 18.000253;PL,PL;53.115941;18.007986
1644;1368;Awbud SA GK, Fugasówka;4120;198875;-28150;Fugasówka, PL;50.47201 19.47932;PL,PL;50.472791;19.481429
1645;1560;Zas-Pol sp.j., Poznań;4635;198713;734;Poznań, PL;52.440615 16.91905;PL,PL;52.443851;16.922713
1646;1418;BEST SA, Gdynia;6630;198573;54552;Gdynia, PL;54.451129 18.323977;PL,PL;54.462649;18.322243
1647;1720;Agricola-Lublin sp. z o.o., Ciecierzyn;4675;198020;1708;Ciecierzyn, PL;50.741909 19.330177;PL,PL;50.743413;19.331208
1648;1451;Delicpol sp. z o.o., Kamyk;1072;197898;-2079;Kamyk, PL;49.467216 13.323656;PL,PL;49.469746;13.325328
1649;1118;Hoop Polska sp. z o.o., Kutno;1107;197768;-27846;Kutno, PL;52.231756 19.357018;PL,PL;52.232612;19.351437
1650;1253;Rosiński Packaging sp. z o.o. ska, Bielsko-Biała;2222;197756;-1373;Bielsko-Biała, PL;49.822118 19.044894;PL,PL;49.829794;19.036004
1651;1515;Społem PSS, Szczecin;4711;197616;432;Szczecin, PL;50.276037 9.90885;PL,PL;50.266382;9.903298
1652;1348;Grupa Lew SA, Częstochowa;4690;197315;856;Częstochowa, PL;50.812047 19.113213;PL,PL;50.812831;19.109145
1653;1520;Futrex sp. z o.o., Żdżary;1091;197224;35073;Żdżary, PL;51.681261 19.417824;PL,PL;51.683415;19.416107
1654;1805;ATC Cargo SA GK, Gdynia;5229;196834;694;Gdynia, PL;54.451129 18.323977;PL,PL;54.457012;18.313469
1655;1771;Zimny Auto sp. z o.o., Łódź;5011;196794;b.d.;Łódź, PL;51.768732 19.456991;PL,PL;51.777425;19.465649
1656;1626;EK Elektrokabel Fabryka Kabli sp.j., Turek;2732;196786;7533;Turek, PL;39.78373 -100.445882;PL,PL;39.793809;-100.451079
1657;1804;Miko Pac sp. z o.o., Bydgoszcz;2222;196031;8193;Bydgoszcz, PL;53.121965 18.000253;PL,PL;53.113950;18.004163
1658;1413;Andrewex sp. z o.o., Tuliszków;3109;195929;-4689;Tuliszków, PL;52.077097 18.294932;PL,PL;52.079731;18.294047
1659;1680;PHUB Łucz-Bud sp. z o.o., Radom;4120;195496;5040;Radom, PL;51.40107 21.153411;PL,PL;51.410113;21.154366
1660;1396;Levi Strauss Poland sp. z o.o., Płock;1413;195344;6097;Płock, PL;52.546452 19.700861;PL,PL;52.546747;19.695142
1661;1608;Jet Story sp. z o.o., Warszawa;7735;195225;14136;Warszawa, PL;52.231924 21.006727;PL,PL;52.257675;21.070206
1662;1472;Marspol Grupa sp. z o.o., Rzeszów;4639;194891;464;Rzeszów, PL;50.037453 22.004717;PL,PL;50.030884;22.012159
1663;1570;Maszoński Logistic sp. z o.o. sp.k., Sulęcin;4941;194635;17538;Sulęcin, PL;51.9275 17.835278;PL,PL;51.927603;17.833926
1664;1364;Rom sp. z o.o., Oleśnica;3109;194518;438;Oleśnica, PL;51.209531 17.380456;PL,PL;51.210746;17.381176
1665;1948;Electra M&E Polska sp. z o.o., Warszawa;4322;194488;3868;Warszawa, PL;52.231924 21.006727;PL,PL;52.192993;21.041623
1666;1556;AC SA, Białystok;2931;194414;30698;Białystok, PL;53.132398 23.159168;PL,PL;53.135585;23.160779
1667;1584;Bodex sp. z o.o. sp.k., Wrocław;2920;194358;11388;Wrocław, PL;51.108978 17.032669;PL,PL;51.116218;17.050520
1668;1564;ZRP Farmutil HS SA, Śmiłowo;3821;194257;9542;Śmiłowo, PL;52.709585 19.820645;PL,PL;52.710720;19.821551
1669;1457;Matex sp. z o.o., Nekla;3109;194182;-3253;Nekla, PL;52.364324 17.412564;PL,PL;52.362010;17.413793
1670;1488;Solar Polska sp. z o.o., Łódź;4669;194048;-1872;Łódź, PL;51.768732 19.456991;PL,PL;51.773204;19.462657
1671;1524;MWiK sp. z o.o., Bydgoszcz;3600;193558;23182;Bydgoszcz, PL;53.121965 18.000253;PL,PL;53.122908;18.004174
1672;;CNH Industrial Kutno sp. z o.o., Kutno;2830;193538;60162;Kutno, PL;52.231756 19.357018;PL,PL;52.239878;19.356692
1673;1639;MSD Polska sp. z o.o., Warszawa;7311;193346;7606;Warszawa, PL;52.231924 21.006727;PL,PL;52.295834;21.008986
1674;1637;Eurocast sp. z o.o., Strzebielino;2016;193100;6088;Strzebielino, PL;54.580922 18.036415;PL,PL;54.579850;18.036276
1675;1506;AAT Holding sp. z o.o. GK, Warszawa;4610;193013;20733;Warszawa, PL;52.231924 21.006727;PL,PL;52.197247;20.956649
1676;1632;Leier Polska SA, Wola Rzędzińska;2332;192671;20839;Wola Rzędzińska, PL;50.037223 21.064394;Rzędzińska,;50.034441;21.065631
1677;1742;Integer Pl SA, Kraków;7311;192464;4619;Kraków, PL;50.064529 19.983206;PL,PL;50.042996;19.973168
1678;1537;Spółdzielnia Pracy Muszynianka, Krynica-Zdrój;1107;192356;41352;Krynica-Zdrój, PL;49.420614 20.959418;PL,PL;49.421282;20.958685
1679;1850;Grapeace sp. z o.o. sp.k., Warszawa;4631;192306;4223;Warszawa, PL;52.231924 21.006727;PL,PL;52.246220;21.064553
1680;1552;Agro Biznes sp.j., Gorzów Wielkopolski;4690;192231;3117;Gorzów Wielkopolski, PL;52.728429 15.236806;Wielkopolski,;52.731971;15.237351
1681;1591;Polsat Media sp. z o.o., Warszawa;7312;192039;133135;Warszawa, PL;52.231924 21.006727;PL,PL;52.224330;20.938823
1682;1866;TP Reflex Polska sp. z o.o., Żarów;2229;191935;8173;Żarów, PL;50.94087 16.494677;PL,PL;50.942213;16.494694
1683;1486;Sistema Poland sp. z o.o., Tychy;5210;191926;9922;Tychy, PL;50.124731 18.986993;PL,PL;50.114756;18.991738
1684;1468;Zakład Wodociągów i Kanalizacji sp. z o.o., Szczecin;3600;191903;31108;Szczecin, PL;50.276037 9.90885;PL,PL;50.276260;9.917001
1685;1465;Stella Pack SA, Lubartów;2222;191895;2998;Lubartów, PL;51.466047 22.60529;PL,PL;51.463671;22.605001
1686;1713;Eurogate Logistics sp. z o.o., Warszawa;5229;191738;4326;Warszawa, PL;52.231924 21.006727;PL,PL;52.174900;21.036707
1687;1710;Raiffeisen Agro-Technika sp. z o.o., Brzoza;4661;191576;3875;Brzoza, PL;51.813227 19.424865;PL,PL;51.813321;19.426902
1688;1587;Biuro Informacji Kredytowej SA, Warszawa;6311;191525;63339;Warszawa, PL;52.231924 21.006727;PL,PL;52.290457;20.980689
1689;1831;PPHU i Obrotu Surowcami Wtórnymi sp.j., Poznań;4677;191490;1327;Poznań, PL;52.440615 16.91905;PL,PL;52.443719;16.903589
1690;1744;Spedimex sp. z o.o., Stryków;4941;191361;998;Stryków, PL;51.900945 19.603697;PL,PL;51.903689;19.605803
1691;1753;Sonarol sp.j., Jedwabne;2221;191017;17218;Jedwabne, PL;53.286731 22.302141;PL,PL;53.284261;22.302302
1692;1568;PBP Chemobudowa SA GK, Kraków;4120;190997;5523;Kraków, PL;50.064529 19.983206;PL,PL;50.049757;19.967483
1693;1724;Hanke Tissue sp. z o.o., Kostrzyn nad Odrą;2122;190994;8637;Kostrzyn nad Odrą, PL;52.589874 14.653634;nad;52.585284;14.656485
1694;1704;C-L sp. z o.o., Słupsk;4675;190976;2053;Słupsk, PL;54.464933 17.028073;PL,PL;54.467055;17.033436
1695;1577;Partner in Pet Food Polska SA, Warszawa;4638;190921;-11069;Warszawa, PL;52.231924 21.006727;PL,PL;52.189951;20.980463
1696;1592;Promar PPH sp. z o.o., Łomianki;4669;190688;11184;Łomianki, PL;52.335527 20.895012;PL,PL;52.336777;20.894298
1697;;PR PAK Serwis sp. z o.o., Konin;4110;190658;b.d.;Konin, PL;49.274072 13.42031;PL,PL;49.270741;13.414458
1698;1664;Trefl SA, Sopot;3240;190595;10602;Sopot, PL;54.444667 18.568587;PL,PL;54.441547;18.568747
1699;1960;Aforti Holding SA GK, Warszawa;6420;190583;1217;Warszawa, PL;52.231924 21.006727;PL,PL;52.212304;21.014715
1700;1574;Teleskop sp. z o.o., Kostrzyn;2511;190551;2183;Kostrzyn, PL;52.395871 17.230281;PL,PL;52.399197;17.226171
1701;1698;FF Fracht sp. z o.o., Wrocław;4941;190111;819;Wrocław, PL;51.108978 17.032669;PL,PL;51.114560;17.041814
1702;1549;Inpharm sp. z o.o., Warszawa;4773;189867;560;Warszawa, PL;52.231924 21.006727;PL,PL;52.216987;20.949438
1703;1548;Diversey Polska sp. z o.o., Warszawa;4675;189827;3545;Warszawa, PL;52.231924 21.006727;PL,PL;52.192769;21.013141
1704;1501;System Drob sp.j., Lubomierz;1011;189726;8953;Lubomierz, PL;51.840321 17.770645;PL,PL;51.841985;17.770299
1705;1573;ES-System SA GK, Kraków;4690;189699;7024;Kraków, PL;50.064529 19.983206;PL,PL;50.076255;19.966579
1706;1610;Auto Zięba sp. z o.o., Katowice;4511;189592;3294;Katowice, PL;50.259899 19.021585;PL,PL;50.272874;19.033403
1707;1893;Mazowiecka Spółka Mleczarska SA, Maków Mazowiecki;1051;189517;750;Maków Mazowiecki, PL;52.865678 21.101224;Mazowiecki,;52.865600;21.099095
1708;1614;ASM Group SA, Warszawa;4619;189205;3874;Warszawa, PL;52.231924 21.006727;PL,PL;52.217905;20.942974
1709;;Serveone Poland sp. z o.o., Wrocław;4120;189142;5420;Wrocław, PL;51.108978 17.032669;PL,PL;51.098537;17.022248
1710;1541;Ubojnia Drobiu, Dmosin;1012;188867;3717;Dmosin, PL;51.927643 19.753359;PL,PL;51.929690;19.754048
1711;1651;Średzka SM Jana, Środa Wielkopolska;1051;188721;881;Środa Wielkopolska, PL;52.228427 17.277827;Wielkopolska,;52.229964;17.272778
1712;1415;Armatura Kraków SA, Kraków;2814;188718;-24766;Kraków, PL;50.064529 19.983206;PL,PL;50.054471;19.988088
1713;1685;Mercury Engineering Polska sp. z o.o., Warszawa;4120;188594;159;Warszawa, PL;52.231924 21.006727;PL,PL;52.277547;21.026291
1714;1876;ZBM Grimbud sp. z o.o., Nowy Sącz;4120;188320;8889;Nowy Sącz, PL;49.624917 20.691346;Sącz,;49.631737;20.686569
1715;1665;North Coast SA GK, Pruszków;4639;188145;5631;Pruszków, PL;52.164353 20.801739;PL,PL;52.167889;20.807536
1716;1360;SRG Global Bolesławiec sp. z o.o., Bolesławiec;2221;188075;-38867;Bolesławiec, PL;51.262829 15.565306;PL,PL;51.259077;15.563210
1717;1644;Schur Flexible Poland sp. z o.o., Bogucin;2222;188054;6821;Bogucin, PL;51.85491 21.916934;PL,PL;51.857663;21.918138
1718;1882;Fibrain sp. z o.o., Głogów Małopolski;2731;187997;10076;Głogów Małopolski, PL;50.151181 21.962757;Małopolski,;50.150040;21.962834
1719;1965;Track Tec Construction sp. z o.o., Wrocław;4212;187937;1871;Wrocław, PL;51.108978 17.032669;PL,PL;51.113806;17.053381
1720;1961;Aforti Exchange SA, Warszawa;6612;187865;-3940;Warszawa, PL;52.231924 21.006727;PL,PL;52.266061;20.988667
1721;1622;NN Investment Partners TFI SA, Warszawa;6630;187801;44340;Warszawa, PL;52.231924 21.006727;PL,PL;52.243894;21.043983
1722;1508;Trend Glass sp. z o.o., Radom;2313;187671;11429;Radom, PL;51.40107 21.153411;PL,PL;51.394989;21.148249
1723;1912;Werner Kenkel Bochnia sp. z o.o., Bochnia;1721;187522;7359;Bochnia, PL;49.911389 20.857222;PL,PL;49.911827;20.860602
1724;1692;Rzeźnictwo sp.k., Zbąszynek;1013;187321;4260;Zbąszynek, PL;52.2435 15.813905;PL,PL;52.240972;15.813105
1725;1511;Sfinks Polska SA GK, Piaseczno;5610;187074;-9215;Piaseczno, PL;53.58206 16.13332;PL,PL;53.589423;16.128917
1726;1466;Flexpol sp. z o.o., Płock;2222;186895;221;Płock, PL;52.546452 19.700861;PL,PL;52.543592;19.707208
1727;1624;LIM sp. z o.o. sp.k., Warszawa;6820;186874;33180;Warszawa, PL;52.231924 21.006727;PL,PL;52.178135;20.981618
1728;1234;Murapol SA GK, Bielsko-Biała;6420;186301;120152;Bielsko-Biała, PL;49.822118 19.044894;PL,PL;49.833190;19.048648
1729;1918;KM sp. z o.o., Mielec;7010;186028;141080;Mielec, PL;49.469489 13.604368;PL,PL;49.468161;13.598883
1730;1517;Parker Hannifin Sales Poland sp. z o.o., Warszawa;4690;185872;6211;Warszawa, PL;52.231924 21.006727;PL,PL;52.279624;20.969937
1731;1789;Bytom SA, Bytom;4771;185636;11109;Bytom, PL;39.78373 -100.445882;PL,PL;39.793522;-100.449333
1732;1563;Auto Gum sp.j., Kraków;4531;185604;-1432;Kraków, PL;50.064529 19.983206;PL,PL;50.078848;19.996985
1733;1814;Brandbq sp. z o.o., Kraków;4771;185324;2623;Kraków, PL;50.064529 19.983206;PL,PL;50.080552;19.979282
1734;1536;Mokate SA, Ustroń;1083;185232;9738;Ustroń, PL;49.718151 18.802834;PL,PL;49.718713;18.802537
1735;1795;Parktel sp. z o.o., Wrocław;4652;185132;1453;Wrocław, PL;51.108978 17.032669;PL,PL;51.128610;17.024698
1736;1538;Agrofirma Witkowo, Stargard Szczeciński;150;185026;15131;Stargard Szczeciński, PL;39.78373 -100.445882;Szczeciński,;39.774726;-100.447692
1737;1531;Alsen Marketing sp. z o.o., Chorzów;4741;185020;23;Chorzów, PL;50.297879 18.954447;PL,PL;50.305878;18.952279
1738;1429;Nicols Poland sp. z o.o., Trawniki;2041;184719;9066;Trawniki, PL;51.135185 22.997103;PL,PL;51.134689;22.994510
1739;1796;Seko SA, Chojnice;1020;184674;9007;Chojnice, PL;53.697766 17.565797;PL,PL;53.700890;17.566715
1740;1937;Damix sp. z o.o., Rypin;2875;184664;18717;Rypin, PL;53.067281 19.406027;PL,PL;53.067074;19.407942
1741;1103;Gino Rossi SA GK, Słupsk;4772;184504;-18888;Słupsk, PL;54.464933 17.028073;PL,PL;54.462379;17.028742
1742;1398;Polish Agro sp. z o.o., Bydgoszcz;4621;184323;566;Bydgoszcz, PL;53.121965 18.000253;PL,PL;53.111248;18.004060
1743;1674;Asseco Business Solutions SA, Lublin;6201;184179;47284;Lublin, PL;51.231292 22.568964;PL,PL;51.232945;22.555421
1744;1602;Sun Chemical sp. z o.o., Marki;4675;184123;16622;Marki, PL;52.325461 21.105469;PL,PL;52.324397;21.103493
1745;1444;Intersport Polska SA, Kraków;4764;183934;-8999;Kraków, PL;50.064529 19.983206;PL,PL;50.068233;19.982924
1746;1827;ZET Transport sp. z o.o., Nowy Sącz;4941;183929;5312;Nowy Sącz, PL;49.624917 20.691346;Sącz,;49.620221;20.683585
1747;1881;Petrol sp. z o.o., Kąty Wrocławskie;4730;183647;328;Kąty Wrocławskie, PL;51.031343 16.763301;Wrocławskie,;51.028310;16.764085
1748;1643;Sarens Polska sp. z o.o., Sochaczew;4399;183624;2270;Sochaczew, PL;52.22697 20.242225;PL,PL;52.228320;20.240653
1749;1654;Mirex sp. z o.o., Bielsko-Biała;4690;183482;1330;Bielsko-Biała, PL;49.822118 19.044894;PL,PL;49.827073;19.030724
1750;1625;Sila Poland sp. z o.o., Częstochowa;2932;183477;17721;Częstochowa, PL;50.812047 19.113213;PL,PL;50.807964;19.108437
1751;;Phoenix Chemicals Trading sp. z o.o., Warszawa;4675;183445;1643;Warszawa, PL;52.231924 21.006727;PL,PL;52.248504;20.993804
1752;1935;Energomontaż Zachód sp. z o.o., Wrocław;2511;183327;8986;Wrocław, PL;51.108978 17.032669;PL,PL;51.103150;17.039347
1753;1623;FSiNG Fasing SA GK, Katowice;2593;183287;1152;Katowice, PL;50.259899 19.021585;PL,PL;50.250592;19.013628
1754;1729;Fortaco sp. z o.o., Wrocław;2511;182983;1589;Wrocław, PL;51.108978 17.032669;PL,PL;51.112849;17.018895
1755;1683;Alkat sp. z o.o., Kraków;2011;182796;27902;Kraków, PL;50.064529 19.983206;PL,PL;50.079689;19.967533
1756;1941;Vandemoortele Polska sp. z o.o., Łódź;1072;182704;5919;Łódź, PL;51.768732 19.456991;PL,PL;51.772173;19.450588
1757;1657;BizeA sp. z o.o., Piaseczno;4669;182686;8545;Piaseczno, PL;53.58206 16.13332;PL,PL;53.582279;16.124478
1758;;Defro sp. z o.o. s.k., Warszawa;2521;182233;20764;Warszawa, PL;52.231924 21.006727;PL,PL;52.233522;20.943111
1759;1648;Heinz Glas Działdowo sp. z o.o., Działdowo;2313;182229;18473;Działdowo, PL;53.237764 20.176196;PL,PL;53.235981;20.177351
1760;1875;Ethosenergy Poland SA, Lubliniec;2711;182144;7304;Lubliniec, PL;50.669063 18.682579;PL,PL;50.671826;18.682376
1761;1662;Elektromontaż-Rzeszów SA, Rzeszów;4321;182134;1003;Rzeszów, PL;50.037453 22.004717;PL,PL;50.038963;22.001185
1762;1658;Mennica Skarbowa SA, Warszawa;4791;182049;394;Warszawa, PL;52.231924 21.006727;PL,PL;52.271516;21.037433
1763;1605;Papiery Powlekane Pasaco sp. z o.o., Solec Kujawski;1712;181958;19112;Solec Kujawski, PL;53.079197 18.224609;Kujawski,;53.078016;18.224740
1764;1723;Honeywell sp. z o.o., Warszawa;4322;181952;8933;Warszawa, PL;52.231924 21.006727;PL,PL;52.189708;21.015732
1765;1691;Jantoń SA sp.k., Dobroń;1103;181741;11309;Dobroń, PL;51.63382 19.24516;PL,PL;51.633036;19.246005
1766;1589;Konsorcjum Mięsne Okrasa Grupa Południe, Pilica;1013;181590;3718;Pilica, PL;51.25086 19.925115;PL,PL;51.247934;19.923244
1767;1872;ZM Invest SA, Ropczyce;4690;181516;6355;Ropczyce, PL;50.052861 21.611632;PL,PL;50.050852;21.608319
1768;1544;Ceramika Tubądzin II sp. z o.o., Ozorków;2331;181488;61818;Ozorków, PL;51.96361 19.291811;PL,PL;51.966000;19.289772
1769;1755;Auto Wimar Centrum sp.z o.o., Michałowice;4511;181375;1024;Michałowice, PL;52.842563 17.114379;PL,PL;52.843634;17.112114
1770;1867;Whynottravel sp. z o.o. sp.k., Kielnarowa;7990;181097;2222;Kielnarowa, PL;49.965686 22.06331;PL,PL;49.965462;22.060839
1771;1963;Alupol Films sp. z o.o., Oświęcim;2221;180895;15069;Oświęcim, PL;50.038088 19.226107;PL,PL;50.035683;19.228987
1772;1630;Zarząd Morskiego Portu Gdynia SA, Gdynia;6820;180771;75727;Gdynia, PL;54.451129 18.323977;PL,PL;54.454913;18.313890
1773;1725;Invado sp. z o.o., Cisana;1623;180667;16582;Cisana, PL;44.393351 10.590576;PL,PL;44.393932;10.591039
1774;1808;Zaberd SA, Wrocław;5221;180614;7274;Wrocław, PL;51.108978 17.032669;PL,PL;51.132650;17.032644
1775;1790;Rejs sp. z o.o., Rypin;2593;180461;17121;Rypin, PL;53.067281 19.406027;PL,PL;53.069232;19.404432
1776;1678;Suder Plus sp. z o.o., Kraków;4532;180144;7379;Kraków, PL;50.064529 19.983206;PL,PL;50.049447;20.007969
1777;1904;Zakłady Mechaniczne Tarnów SA, Tarnów;2540;180127;12935;Tarnów, PL;50.012378 20.988074;PL,PL;50.007523;20.991467
1778;1763;Euroterm sp. z o.o. sp.k., Przemyś;4674;179955;2250;Przemyś, PL;39.78373 -100.445882;PL,PL;39.774135;-100.441881
1779;1852;Zakład Produkcji Spożywczej Jamar sp.j., Lipie;1039;179888;9067;Lipie, PL;49.968476 13.225202;PL,PL;49.969101;13.225304
1780;1734;PPHU Centrum sp. z o.o., Nowy Sącz;2223;179856;b.d.;Nowy Sącz, PL;49.624917 20.691346;Sącz,;49.631113;20.690794
1781;1273;Buma Contractor sp. z o.o. sp.k., Kraków;4120;179797;3223;Kraków, PL;50.064529 19.983206;PL,PL;50.069517;19.957015
1782;1697;Excellent SA, Kraków;4690;179680;6620;Kraków, PL;50.064529 19.983206;PL,PL;50.036415;19.984212
1783;1956;Fabryka Przyczep Niewiadów sp. z o.o., Warszawa;2920;179473;14096;Warszawa, PL;52.231924 21.006727;PL,PL;52.249452;21.065629
1784;1747;Ab Foods Polska sp. z o.o., Nowa Sól;1084;179466;17772;Nowa Sól, PL;51.803249 15.711935;Sól,;51.805414;15.715148
1785;1967;TRMEW Obrót sp. z o.o., Grudziądz;3514;179228;914;Grudziądz, PL;53.487648 18.755776;PL,PL;53.488301;18.759571
1786;1803;Firma Tank sp.j., Toruń;4671;179030;5961;Toruń, PL;53.021067 18.618612;PL,PL;53.030133;18.619788
1787;1699;Inpol Papier sp. z o.o., Tarnowskie Góry;4690;178782;8893;Tarnowskie Góry, PL;50.444519 18.855476;Góry,;50.447703;18.858443
1788;1627;European Brakes And Chassis Comp., Wrocław;2932;178614;6658;Wrocław, PL;51.108978 17.032669;PL,PL;51.111922;17.031570
1789;1877;Helios SA, Łódź;5914;178563;10915;Łódź, PL;51.768732 19.456991;PL,PL;51.763239;19.473069
1790;1880;Maximir sp. z o.o., Bydgoszcz;4941;178282;b.d.;Bydgoszcz, PL;53.121965 18.000253;PL,PL;53.123334;17.992700
1791;1820;Eltrim Kable sp. z o.o., Uzdowo;2732;178171;5662;Uzdowo, PL;53.347432 20.10237;PL,PL;53.349720;20.102045
1792;1735;MPT Tabo sp. z o.o., Poznań;4636;178132;677;Poznań, PL;52.440615 16.91905;PL,PL;52.427891;16.931731
1793;1709;Affidea sp. z o.o., Warszawa;8622;178000;6511;Warszawa, PL;52.231924 21.006727;PL,PL;52.224953;21.040196
1794;1493;DT Swiss Polska sp. z o.o., Oborniki;3092;177876;2732;Oborniki, PL;52.645664 16.809788;PL,PL;52.645666;16.806722
1795;1813;Alpha Technology sp. z o.o. sp.k.a., Kraków;2229;177759;6104;Kraków, PL;50.064529 19.983206;PL,PL;50.055519;20.006221
1796;1693;Park Drobiarski sp. z o.o., Śmiłowo;147;177477;8246;Śmiłowo, PL;52.709585 19.820645;PL,PL;52.711882;19.820333
1797;1781;Komplex Tours sp. z o.o., Warszawa;4645;177233;663;Warszawa, PL;52.231924 21.006727;PL,PL;52.172952;21.034951
1798;1930;Atlas Ward Polska sp. z o.o., Wrocław;4110;177207;2576;Wrocław, PL;51.108978 17.032669;PL,PL;51.099556;17.056352
1799;1894;Solvent Wistol SA, Oświęcim;2014;177077;22604;Oświęcim, PL;50.038088 19.226107;PL,PL;50.039362;19.224724
1800;1575;Max PHU, Czechowice-Dziedzice;4635;177045;821;Czechowice-Dziedzice, PL;49.911215 19.007564;PL,PL;49.908067;19.004336
1801;1661;Dimension Data Polska sp. z o.o., Warszawa;6202;177000;b.d.;Warszawa, PL;52.231924 21.006727;PL,PL;52.255346;20.943688
1802;1907;F.H Alu-Met, Nowy Sącz;4677;176966;5361;Nowy Sącz, PL;49.624917 20.691346;Sącz,;49.627699;20.689536
1803;1714;ZACh Chemet SA, Tarnowskie Góry;3020;176878;9819;Tarnowskie Góry, PL;50.444519 18.855476;Góry,;50.444804;18.854615
1804;1802;Sonac Uśnice sp. z o.o., Uśnice;1091;176799;22378;Uśnice, PL;53.958078 18.917844;PL,PL;53.960457;18.917002
1805;1756;ATUT PW sp. z o.o., Rakoniewice;4730;176596;9115;Rakoniewice, PL;52.139349 16.273853;PL,PL;52.141795;16.272476
1806;1681;Hipp Polska sp. z o.o., Warszawa;4638;176508;5504;Warszawa, PL;52.231924 21.006727;PL,PL;52.236617;21.066015
1807;1596;Gryfskand sp. z o.o., Gryfino;2014;176465;12676;Gryfino, PL;53.253589 14.492424;PL,PL;53.254173;14.492329
1808;1634;Carmen sp. z o.o., Jasienica;4635;176431;212;Jasienica, PL;50.202569 18.816272;PL,PL;50.203267;18.817286
1809;1829;Mateus sp. z o.o., Warszawa;4690;176393;1230;Warszawa, PL;52.231924 21.006727;PL,PL;52.281470;21.049335
1810;1798;Unimax SA, Kielce;4674;176221;7217;Kielce, PL;50.871788 20.630835;PL,PL;50.880305;20.631050
1811;1688;Stek sp. z o.o. sp.k., Grudziądz;4632;176117;3227;Grudziądz, PL;53.487648 18.755776;PL,PL;53.492843;18.758706
1812;1919;Aquila Brzeg sp. z o.o., Września;1721;175983;2032;Września, PL;52.325069 17.565228;PL,PL;52.329649;17.569789
1813;1925;PPH Alkor sj, Przemyśl;4672;175897;8618;Przemyśl, PL;49.782156 22.769263;PL,PL;49.784330;22.764488
1814;1671;Zetor Polska sp. z o.o., Kalisz;4661;175694;21;Kalisz, PL;51.757765 18.083346;PL,PL;51.755814;18.088379
1815;1703;Fanex sp. z o.o., Radonice;1084;175306;7515;Radonice, PL;49.45674 13.001042;PL,PL;49.458490;12.999542
1816;1609;Intertrend Polska sp. z o.o., Września;3109;175126;4061;Września, PL;52.325069 17.565228;PL,PL;52.322941;17.563416
1817;1730;PH Motogama sp.j., Rząska;4531;174831;5409;Rząska, PL;50.09626 19.84352;PL,PL;50.095631;19.845630
1818;;Voster sp. z o.o. sp.k., Zarzecze;4673;174653;16075;Zarzecze, PL;51.20344 23.476753;PL,PL;51.201740;23.479150
1819;1824;Targor-Truck sp. z o.o., Ławy;4941;174648;3848;Ławy, PL;52.910286 14.955899;PL,PL;52.910954;14.952860
