Poz20167;Poz2016;Firma;PKD;Przychody;WynikNett;siedziba;excoords;q;xcoord;ycoord
1820;1607;Telmex sp. z o.o., Białystok;3109;174647;14839;Białystok, PL;53.132398 23.159168;PL,PL;53.134634;23.159920
1821;1933;FLSmidth Maag Gear sp. z o.o., Elbląg;2815;174505;3521;Elbląg, PL;54.155871 19.404458;PL,PL;54.156947;19.401709
1822;1856;Willson & Brown WB sp. z o.o. sk, Warszawa;7311;174277;4524;Warszawa, PL;52.231924 21.006727;PL,PL;52.208705;20.988392
1823;1722;MDI Energia SA, Warszawa;4211;174210;4520;Warszawa, PL;52.231924 21.006727;PL,PL;52.218478;20.989665
1824;1858;Ferroxcube Polska sp. z o.o., Skierniewice;2344;174097;18929;Skierniewice, PL;51.956858 20.143004;PL,PL;51.957937;20.143488
1825;1550;TGS Przemysław Stoń, Ruda Śląska;4673;173963;8912;Ruda Śląska, PL;50.273242 18.859407;Śląska,;50.274126;18.855193
1826;1959;Axpo Polska sp. z o.o., Warszawa;3514;173954;-1422;Warszawa, PL;52.231924 21.006727;PL,PL;52.255345;21.001736
1827;1716;Biesterfeld Chemia Specjalna sp. z o.o., Warszawa;4675;173822;12885;Warszawa, PL;52.231924 21.006727;PL,PL;52.244218;20.959189
1828;1659;Przedsiębiorstwo Wielobranżowe Kier, Jastrzębie;1011;173821;7365;Jastrzębie, PL;51.016741 17.75314;PL,PL;51.018550;17.750618
1829;1670;Ekstraklasa SA, Warszawa;9319;173502;3222;Warszawa, PL;52.231924 21.006727;PL,PL;52.242060;20.979208
1830;1785;OZAS-ESAB sp. z o.o., Opole;2790;173202;4179;Opole, PL;50.666818 17.923641;PL,PL;50.670168;17.933097
1831;1799;Auto Salon Świtoń-Paczkowski sp.j., Lubin;4511;173055;3031;Lubin, PL;51.397447 16.205128;PL,PL;51.399085;16.202119
1832;1567;Eurozet sp. z o.o., Warszawa;7312;172793;24131;Warszawa, PL;52.231924 21.006727;PL,PL;52.251573;20.979583
1833;927;Hewlett Packard Enterprise GBC sp. z o.o., Wrocław;6920;172703;30056;Wrocław, PL;51.108978 17.032669;PL,PL;51.110871;17.033753
1834;1750;Merkury SA, Białystok;4646;172677;6771;Białystok, PL;53.132398 23.159168;PL,PL;53.135439;23.160735
1835;1840;Zakłady Mięsne Pekpol SA, Ostrołęka;1013;172662;-3504;Ostrołęka, PL;53.082879 21.572894;PL,PL;53.087302;21.571674
1836;1886;Mitmar sp. z o.o., Głowno;4632;172518;1074;Głowno, PL;51.966087 19.713567;PL,PL;51.967480;19.711193
1837;1581;Schwarte Milfor sp. z o.o., Olsztyn;2529;172491;4644;Olsztyn, PL;53.775411 20.481225;PL,PL;53.775555;20.487042
1838;1619;Zakłady Porcelany Stołowej Lubiana SA, Łubiana;2341;172450;12303;Łubiana, PL;46.0665 14.55097;PL,PL;46.067173;14.551164
1839;1656;Melvit SA, Kruki;1061;172408;20926;Kruki, PL;54.32014 22.10488;PL,PL;54.319179;22.106468
1840;1719;Papyrus sp. z o.o., Warszawa;4690;172174;2935;Warszawa, PL;52.231924 21.006727;PL,PL;52.261246;21.067576
1841;1911;REX - BUD sp. z o.o., Łódź;4120;171968;10011;Łódź, PL;51.768732 19.456991;PL,PL;51.765137;19.469532
1842;1945;Zakład Wyk. Sieci Elektrycznych sp. z o.o., Rzeszów;4222;171929;2376;Rzeszów, PL;50.037453 22.004717;PL,PL;50.030062;21.999878
1843;1438;Techland sp. z o.o., Ostrów Wielkopolski;6201;171886;15581;Ostrów Wielkopolski, PL;51.653001 17.815084;Wielkopolski,;51.657220;17.818084
1844;1848;Fiege sp. z o.o., Mszczonów;5229;171851;8058;Mszczonów, PL;51.974031 20.512668;PL,PL;51.970271;20.513985
1845;1773;Malow sp. z o.o., Suwałki;3101;171792;7238;Suwałki, PL;54.100445 22.933102;PL,PL;54.101097;22.927361
1846;1516;Codewise sp. z o.o. sp.k., Kraków;7312;171559;1620;Kraków, PL;50.064529 19.983206;PL,PL;50.072787;19.960102
1847;1822;Rosa Bud SA, Radom;4120;171528;230;Radom, PL;51.40107 21.153411;PL,PL;51.391450;21.151304
1848;1847;Mikroma Polska SA, Września;2711;171495;749;Września, PL;52.325069 17.565228;PL,PL;52.323738;17.559971
1849;1792;Zarys International Group sp. z o.o. sp.k., Bielsko-Biała;4646;171158;10161;Bielsko-Biała, PL;49.822118 19.044894;PL,PL;49.825544;19.053357
1850;1778;Daku International sp. z o.o., Warszawa;5121;171023;32;Warszawa, PL;52.231924 21.006727;PL,PL;52.198010;21.031579
1851;1628;Xerox Polska sp. z o.o., Warszawa;4651;170551;3620;Warszawa, PL;52.231924 21.006727;PL,PL;52.268824;21.030832
1852;1786;Słodownia Soufflet sp. z o.o., Poznań;1106;170508;22861;Poznań, PL;52.440615 16.91905;PL,PL;52.442928;16.902400
1853;1726;Autostrada Eksploatacja SA, Poznań;9609;170308;63678;Poznań, PL;52.440615 16.91905;PL,PL;52.445643;16.942329
1854;1314;Famur Famak SA, Kluczbork;2822;170293;1669;Kluczbork, PL;50.97307 18.214009;PL,PL;50.972170;18.216522
1855;1943;Farm, Skarszewy;4623;170254;1528;Skarszewy, PL;54.071752 18.445995;PL,PL;54.073299;18.443849
1856;1686;Enesta sp. z o.o., Stalowa Wola;3513;170240;6306;Stalowa Wola, PL;50.568985 22.064467;Wola,;50.568897;22.064509
1857;1837;Centrala Techniczna Eltech sp. z o.o., Świdnica;4669;170211;8985;Świdnica, PL;50.842484 16.487055;PL,PL;50.847231;16.484889
1858;1851;Remak SA, Opole;3320;170127;7694;Opole, PL;50.666818 17.923641;PL,PL;50.662703;17.929877
1859;1934;PPH Stanlab sp.j., Lubin;4675;169583;13987;Lubin, PL;51.397447 16.205128;PL,PL;51.397445;16.212149
1860;1732;Zorka sp. z o.o., Jelenia Góra;3109;169578;2431;Jelenia Góra, PL;50.903103 15.734431;Góra,;50.904086;15.738399
1861;1757;Lindab sp. z o.o., Wieruchów;4690;169558;19279;Wieruchów, PL;52.232212 20.827531;PL,PL;52.233470;20.829565
1862;1768;Padma Art sp. z o.o. sp.k., Suwałki;1729;169557;9841;Suwałki, PL;54.100445 22.933102;PL,PL;54.102759;22.930150
1863;1621;Panlink sp. z o.o., Rokitki;2732;169482;6208;Rokitki, PL;50.713333 17.126389;PL,PL;50.715403;17.126613
1864;1540;Comparex Poland sp. z o.o., Warszawa;4651;169426;-3647;Warszawa, PL;52.231924 21.006727;PL,PL;52.181135;20.996302
1865;1406;UCB Pharma sp. z o.o., Warszawa;5146;169392;6568;Warszawa, PL;52.231924 21.006727;PL,PL;52.237151;20.955761
1866;1834;Panmar sp.j., Krosno;4671;169084;8272;Krosno, PL;49.693807 21.765151;PL,PL;49.695386;21.768472
1867;1677;Multivac sp. z o.o., Jastków;4669;169076;8659;Jastków, PL;51.309682 22.439241;PL,PL;51.309300;22.439997
1868;1738;Krause sp. z o.o., Świdnica;2511;168903;1949;Świdnica, PL;50.842484 16.487055;PL,PL;50.843477;16.487477
1869;1810;PB Dombud SA, Katowice;4120;168858;9360;Katowice, PL;50.259899 19.021585;PL,PL;50.248705;19.031400
1870;1604;Arteria SA GK, Warszawa;6920;168752;-41782;Warszawa, PL;52.231924 21.006727;PL,PL;52.222268;20.967946
1871;1895;Novago sp. z o.o., Mława;3811;168563;33939;Mława, PL;53.111509 20.382012;PL,PL;53.107321;20.381952
1872;1844;DGS Poland sp. z o.o., Mierzyn;3250;168524;11135;Mierzyn, PL;52.152125 15.518603;PL,PL;52.152530;15.521066
1873;1743;Przedsiębiorstwo Rybne Łosoś sp. z o.o., Włynkówko;1020;168393;5741;Włynkówko, PL;54.506346 16.996295;PL,PL;54.507017;16.999373
1874;1836;Becton Dickinson Polska sp. z o.o., Warszawa;4646;168310;5103;Warszawa, PL;52.231924 21.006727;PL,PL;52.284281;20.989517
1875;1766;Berendsen Textile Service sp. z o.o., Żukowo;9601;168280;27198;Żukowo, PL;54.345856 18.365009;PL,PL;54.346335;18.362689
1876;1896;Mine Master sp. z o.o., Złotoryja;2892;168241;8085;Złotoryja, PL;51.123491 15.916515;PL,PL;51.125921;15.917696
1877;1754;Zakłady Mięsne Bystry sp. z o.o. sp.k., Swarzędz;1013;168196;2665;Swarzędz, PL;52.404004 17.075411;PL,PL;52.407937;17.075621
1878;1909;Iglomen sp. z o.o., Kraków;4638;168142;2549;Kraków, PL;50.064529 19.983206;PL,PL;50.060353;20.003501
1879;1870;Mecalit Polska sp. z o.o., Łódź;2229;168007;7819;Łódź, PL;51.768732 19.456991;PL,PL;51.775739;19.446781
1880;1862;Travel Free Poland sp. z o.o., Kostrzyn Nad Odrą;4726;167933;2481;Kostrzyn Nad Odrą, PL;52.589874 14.653634;Nad;52.585425;14.651135
1881;1821;Dąbrowscy sp. z o.o., Dąbrowska Małgorzata;4511;167927;2626;Dąbrowska Małgorzata, PL;39.78373 -100.445882;Małgorzata,;39.776168;-100.454074
1882;1745;ETP SA, Katowice;2712;167766;1539;Katowice, PL;50.259899 19.021585;PL,PL;50.242207;19.021783
1883;1542;Zamet Industry SA, Piotrków Trybunalski;2899;167578;8557;Piotrków Trybunalski, PL;51.40824 19.695987;Trybunalski,;51.408639;19.698562
1884;1914;Jaszpol sp. z o.o., Zgierz;4511;167566;2046;Zgierz, PL;51.855943 19.405644;PL,PL;51.856693;19.408280
1885;1600;SNS Foods sp. z o.o., Łódź;4632;167556;1713;Łódź, PL;51.768732 19.456991;PL,PL;51.771906;19.473046
1886;1777;Suwary SA GK, Pabianice;3162;167485;7657;Pabianice, PL;51.661203 19.357662;PL,PL;51.664699;19.356709
1887;1733;Zarząd Morskich Portów Szczecin i Świnoujście SA;5222;167336;61567;Szczecin, PL;50.276037 9.90885;PL,PL;50.285666;9.905074
1888;1898;Fabryka Przewodów Energetycznych SA, Będzin;2593;167325;-4255;Będzin, PL;50.323079 19.13222;PL,PL;50.326483;19.129551
1889;1902;Ochnik SA, Garwolin;4771;167176;15885;Garwolin, PL;51.897556 21.614949;PL,PL;51.900406;21.618509
1890;1855;Marvel sp. z o.o., Łódź;4511;167073;2077;Łódź, PL;51.768732 19.456991;PL,PL;51.782418;19.469212
1891;1641;Alfa Laval Kraków sp. z o.o., Kraków;2829;167051;19213;Kraków, PL;50.064529 19.983206;PL,PL;50.071138;19.987154
1892;1794;KLER SA, Dobrodzień;3109;166955;149;Dobrodzień, PL;50.72886 18.444336;PL,PL;50.729301;18.447408
1893;1922;PmPoland SA, Jelenia Góra;2895;166698;10040;Jelenia Góra, PL;50.903103 15.734431;Góra,;50.904078;15.729256
1894;1818;Meble Vox sp. z o.o. sp.k., Kobylnica;3110;166678;1239;Kobylnica, PL;54.448608 16.981289;PL,PL;54.447572;16.980301
1895;1667;Kamix sp. z o.o., Warszawa;4639;166623;2046;Warszawa, PL;52.231924 21.006727;PL,PL;52.198457;21.008639
1896;1825;Bros sp. z o.o. sp.j., Poznań;2020;166480;24919;Poznań, PL;52.440615 16.91905;PL,PL;52.445969;16.926011
1897;1951;Stal Systems SA, Wólka Pełkińska;2511;165999;6033;Wólka Pełkińska, PL;50.092344 22.606218;Pełkińska,;50.090871;22.608759
1898;1924;MTDiS Olma sp.j., Nowy Sącz;4941;165888;2071;Nowy Sącz, PL;49.624917 20.691346;Sącz,;49.620237;20.690691
1899;1774;Olkop Hurtownia Olejów i Paliw, Kowalewo Pomorskie;4671;165774;2807;Kowalewo Pomorskie, PL;53.154314 18.897547;Pomorskie,;53.156852;18.897125
1900;1718;Panda Hurt sp. z o.o. sp.k., Zgierz;4632;165713;2620;Zgierz, PL;51.855943 19.405644;PL,PL;51.857127;19.402919
1901;1859;Ponzio Polska sp. z o.o., Cekanowo;4672;165577;24819;Cekanowo, PL;52.674034 19.774426;PL,PL;52.674216;19.772043
1902;1711;City Car sp. z o.o., Gliwice;4511;165512;2195;Gliwice, PL;50.294113 18.665731;PL,PL;50.295382;18.672199
1903;1854;Ziarn-Pol sp. z o.o., Górki;4621;165272;3794;Górki, PL;52.197036 19.982792;PL,PL;52.198436;19.984953
1904;1769;Hurtownie Elekroniczne Kopel sp. z o.o., Toruń;4690;165268;2653;Toruń, PL;53.021067 18.618612;PL,PL;53.014828;18.616900
1905;1905;Tankpol R Mosio i Wspólnicy sp.j., Szczucin;4671;165175;1623;Szczucin, PL;50.309014 21.075137;PL,PL;50.309641;21.077473
1906;1748;Miedziowe Centrum Zdrowia SA, Lubin;8610;165102;31;Lubin, PL;51.397447 16.205128;PL,PL;51.394747;16.200632
1907;1812;Zakłady Mięsne Brat-Pol sp. z o.o., Wielgomłyny;1011;164909;-267;Wielgomłyny, PL;51.012626 19.763963;PL,PL;51.011725;19.766186
1908;1731;EWE Energia sp. z o.o., Międzyrzecz;3522;164865;23653;Międzyrzecz, PL;52.444826 15.578637;PL,PL;52.444500;15.579958
1909;1535;SMA Magnetics sp. z o.o., Zabierzów;2711;164785;6781;Zabierzów, PL;50.114639 19.799381;PL,PL;50.116207;19.803920
1910;1784;Kamsoft SA, Katowice;6201;164590;14631;Katowice, PL;50.259899 19.021585;PL,PL;50.274301;19.019049
1911;1752;Spółdzielnia Piekarsko-Ciastkarska, Warszawa;1071;164451;985;Warszawa, PL;52.231924 21.006727;PL,PL;52.267644;21.055509
1912;1929;Zakład Drobiarski Lech Drób sp. z o.o., Zalewo;1012;164205;13580;Zalewo, PL;53.845877 19.606118;PL,PL;53.845836;19.608029
1913;;Baksy sp. z o.o. sp.k., Kraków;6612;163970;-41;Kraków, PL;50.064529 19.983206;PL,PL;50.062680;20.011031
1914;1649;Cyfrowe Centrum Serwisowe SA GK, Piaseczno;4652;163935;1442;Piaseczno, PL;53.58206 16.13332;PL,PL;53.583394;16.133791
1915;1772;John Cotton Europe sp. z o.o., Głuszyca;1392;163717;340;Głuszyca, PL;50.68622 16.373058;PL,PL;50.688073;16.374892
1916;1860;L Correct sp. z o.o., Ociąż;2219;163703;11031;Ociąż, PL;51.703523 17.933306;PL,PL;51.704231;17.936289
1917;1775;Kazar Footwear sp. z o.o., Przemyśl;4772;163646;1178;Przemyśl, PL;49.782156 22.769263;PL,PL;49.777635;22.766686
1918;1819;AES SA Grupa SBS, Jasło;4674;163619;8911;Jasło, PL;49.747047 21.474314;PL,PL;49.747804;21.474737
1919;1601;Pomorskie Centrum Mięsne K&K sp. z o.o.sp.k., Gdynia;1013;163576;4656;Gdynia, PL;54.451129 18.323977;PL,PL;54.451412;18.336039
1920;1759;Tdagro sp. z o.o., Golub-Dobrzyń;4621;163514;178;Golub-Dobrzyń, PL;53.113892 19.05445;PL,PL;53.114130;19.052069
1921;1936;Plast Met Automotive Systems sp. z o.o., Olkusz;2599;163473;17526;Olkusz, PL;50.278816 19.559631;PL,PL;50.278476;19.557919
1922;1823;Fines SA, Pruszków;6619;163168;15060;Pruszków, PL;52.164353 20.801739;PL,PL;52.163441;20.800900
1923;1900;Natur Produkt Pharma sp. z o.o., Ostrów Mazowiecka;2120;163018;16228;Ostrów Mazowiecka, PL;52.800043 21.897638;Mazowiecka,;52.801912;21.899547
1924;1908;ZHU Mixpol, Łodygowice;4671;162881;3105;Łodygowice, PL;49.730571 19.140113;PL,PL;49.729073;19.140882
1925;1694;Semmelrock Stein + Design sp. z o.o., Kołbiel;2361;162808;-3366;Kołbiel, PL;52.064881 21.480417;PL,PL;52.062230;21.481439
1926;1946;Masfalt sp. z o.o., Pruszków;2363;162786;7536;Pruszków, PL;52.164353 20.801739;PL,PL;52.171904;20.802812
1927;1839;PTS Betrans sp. z o.o., Rogowiec;4941;162722;-615;Rogowiec, PL;50.693407 16.314926;PL,PL;50.688328;16.313652
1928;1838;Sewera Polska Chemia, Katowice;4673;162645;1757;Katowice, PL;50.259899 19.021585;PL,PL;50.258645;19.021394
1929;1915;PPH Elkabel Szczygielski sp.j., Lublin;4690;162326;2691;Lublin, PL;51.231292 22.568964;PL,PL;51.229005;22.582148
1930;1776;MPWiK sp. z o.o., Lublin;3700;162208;12588;Lublin, PL;51.231292 22.568964;PL,PL;51.229442;22.579419
1931;1828;Inżynieria Rzeszów SA, Rzeszów;4339;162206;4320;Rzeszów, PL;50.037453 22.004717;PL,PL;50.031273;22.005697
1932;1793;Etisoft sp. z o.o., Gliwice;1812;162164;14526;Gliwice, PL;50.294113 18.665731;PL,PL;50.293528;18.677742
1933;1926;Moje Bambino sp. z o.o. sk, Łódź;3240;162159;17140;Łódź, PL;51.768732 19.456991;PL,PL;51.762475;19.463588
1934;1878;MDM NT sp. z o.o., Bielsko-Biała;1395;162092;21767;Bielsko-Biała, PL;49.822118 19.044894;PL,PL;49.825622;19.028947
1935;1687;Pawtrans Holding sp. z o.o., Warszawa;4941;161885;3932;Warszawa, PL;52.231924 21.006727;PL,PL;52.201291;21.044326
1936;1873;Interstal SA, Kraków;4690;161827;4852;Kraków, PL;50.064529 19.983206;PL,PL;50.065314;19.959005
1937;1892;Vaillant Saunier Duval sp. z o.o., Warszawa;4674;161707;3927;Warszawa, PL;52.231924 21.006727;PL,PL;52.241370;20.998346
1938;1791;Heban sp. z o.o. sp.k., Kraków;4673;161640;6677;Kraków, PL;50.064529 19.983206;PL,PL;50.062087;19.955675
1939;1874;Schmolz+Bickenbach sp. z o.o., Mysłowice;4672;161634;1071;Mysłowice, PL;50.241472 19.141453;PL,PL;50.243908;19.136188
1940;1861;Jeremias sp. z o.o., Gniezno;2511;161574;13174;Gniezno, PL;52.535974 17.595889;PL,PL;52.539125;17.596104
1941;1689;Bagpak Polska sp. z o.o., Warszawa;2592;161161;28608;Warszawa, PL;52.231924 21.006727;PL,PL;52.224495;21.061250
1942;1947;Transbud sp.j., Reda;6491;161123;13790;Reda, PL;54.604327 18.350519;PL,PL;54.603293;18.349314
1943;1615;R2 Center sp. z o.o., Suchy Las;3212;161096;1236;Suchy Las, PL;52.317475 22.825703;Las,;52.319619;22.829449
1944;1921;Innvigo sp. z o.o., Warszawa;4675;160991;-1794;Warszawa, PL;52.231924 21.006727;PL,PL;52.194936;20.958668
1945;1841;FBserwis SA, Warszawa;3314;160879;-9988;Warszawa, PL;52.231924 21.006727;PL,PL;52.201835;21.028146
1946;1869;Alstal Grupa Budowlana sp. z o.o. sp.k., Inowrocław;4120;160780;2123;Inowrocław, PL;52.795241 18.259562;PL,PL;52.795372;18.259925
1947;1761;Respol Export - Import sp. z o.o., Warszawa;4674;160625;4288;Warszawa, PL;52.231924 21.006727;PL,PL;52.211847;21.002660
1948;1417;C. Olsen Trading sp. z o.o., Warszawa;4690;160462;-70;Warszawa, PL;52.231924 21.006727;PL,PL;52.269216;20.990630
1949;1830;Postęp sp. z o.o., Pniewy;3109;160420;8832;Pniewy, PL;52.508962 16.256641;PL,PL;52.508874;16.256349
1950;1927;Same Deutz-Fahr Polska sp. z o.o., Mełgiew;4661;160245;7733;Mełgiew, PL;51.230524 22.780388;PL,PL;51.229605;22.784175
1951;1942;Maxgear sp. z o.o. sp.k., Bieruń;4531;160098;13307;Bieruń, PL;50.093192 19.091826;PL,PL;50.088701;19.094756
1952;1863;Scandic Food sp. z o.o., Warszawa;1039;160048;5064;Warszawa, PL;52.231924 21.006727;PL,PL;52.223941;21.053290
1953;1787;PTS Plast-Box SA GK, Słupsk;2222;160030;5672;Słupsk, PL;54.464933 17.028073;PL,PL;54.465986;17.031312
1954;1782;Nowel sp. z o.o., Legionowo;4671;160012;5590;Legionowo, PL;52.407053 20.934556;PL,PL;52.408485;20.934316
1955;1917;Daldehog Poland sp. z o.o., Sękocin Nowy;4120;159982;10298;Sękocin Nowy, PL;52.117222 20.892778;Nowy,;52.117290;20.895035
1956;1864;Boston Scientific Polska sp. z o.o., Warszawa;4646;159935;1475;Warszawa, PL;52.231924 21.006727;PL,PL;52.218851;21.068784
1957;1779;Jenox Akumulatory sp. z o.o., Chodzież;2720;159923;5514;Chodzież, PL;52.988682 16.915951;PL,PL;52.987123;16.915405
1958;1809;Tece Industrial sp. z o.o., Strzelin;2599;159750;16395;Strzelin, PL;50.780728 17.069683;PL,PL;50.777388;17.069316
1959;1879;Polsnack Polska sp. z o.o., Sady;4638;159694;73;Sady, PL;52.439255 22.704259;PL,PL;52.436272;22.702828
1960;1707;Caparol Polska sp. z o.o., Warszawa;4673;159642;5026;Warszawa, PL;52.231924 21.006727;PL,PL;52.267949;21.002728
1961;;Shire Polska sp. z o.o., Warszawa;4646;159496;4802;Warszawa, PL;52.231924 21.006727;PL,PL;52.268954;21.009815
1962;1949;Hitachi Capital Polska sp. z o.o., Warszawa;7711;159194;-7597;Warszawa, PL;52.231924 21.006727;PL,PL;52.231945;21.071185
1963;1920;Liebherr Polska sp. z o.o., Ruda Śląska;4663;159140;9160;Ruda Śląska, PL;50.273242 18.859407;Śląska,;50.278083;18.861687
1964;1811;Mullenlowe Mediahub sp. z o.o., Warszawa;7311;159035;2539;Warszawa, PL;52.231924 21.006727;PL,PL;52.248283;21.056708
1965;1940;Jastrzębskie Zakłady Remontowe sp. z o.o.;3312;158866;18837;Jastrzębie, PL;51.016741 17.75314;PL,PL;51.014949;17.753559
1966;1801;York PL sp. z o.o. sp.k., Bolechowo;2229;158741;5515;Bolechowo, PL;53.50599 14.873;PL,PL;53.505242;14.872026
1967;1964;S&T Poland sp. z o.o., Warszawa;6202;158644;8729;Warszawa, PL;52.231924 21.006727;PL,PL;52.282503;20.999407
1968;1620;Polski Holding Nieruchomości SA, Warszawa;4110;158600;31500;Warszawa, PL;52.231924 21.006727;PL,PL;52.264407;21.013395
1969;1684;IBM Polska Business Services sp. z o.o., Warszawa;2233;158420;25378;Warszawa, PL;52.231924 21.006727;PL,PL;52.179398;20.963700
1970;1891;Firma Karlik sp.j., Poznań;4511;158303;5284;Poznań, PL;52.440615 16.91905;PL,PL;52.431939;16.925432
1971;1883;Debon sp. z o.o., Pępowo;2920;158190;15491;Pępowo, PL;51.757771 17.12204;PL,PL;51.758483;17.122808
1972;1899;MTL sp.j., Toruń;4690;158149;5342;Toruń, PL;53.021067 18.618612;PL,PL;53.015417;18.618842
1973;1612;Pfizer Polska sp. z o.o., Warszawa;7311;158052;8107;Warszawa, PL;52.231924 21.006727;PL,PL;52.212252;20.945133
1974;1660;Burda Publishing Polska sp. z o.o., Warszawa;5814;157945;2656;Warszawa, PL;52.231924 21.006727;PL,PL;52.205680;21.020244
1975;1890;Zakłady Mięsne Nowak sp. z o.o., Gdańsk;1013;157824;3033;Gdańsk, PL;54.347628 18.645203;PL,PL;54.364562;18.648623
1976;1888;Monolith Films sp. z o.o., Warszawa;5913;157823;39136;Warszawa, PL;52.231924 21.006727;PL,PL;52.245214;20.973733
1977;1913;Betacom SA, Warszawa;6202;157810;2557;Warszawa, PL;52.231924 21.006727;PL,PL;52.265578;21.031215
1978;1906;ADDIT sp. z o.o., Węgrów;2561;157793;21156;Węgrów, PL;52.39891 22.01793;PL,PL;52.397478;22.015923
1979;1845;Sew-Eurodrive Polska sp. z o.o., Łódź;2815;157751;16699;Łódź, PL;51.768732 19.456991;PL,PL;51.766495;19.464832
1980;1885;Manuli Hydraulics Manufacturing sp. z.o.o., Mysłowice;2219;157489;-4409;Mysłowice, PL;50.241472 19.141453;PL,PL;50.235766;19.138704
1981;1871;Martin Bauer Polska sp. z o.o., Witaszyce;2120;157392;3750;Witaszyce, PL;51.942794 17.571108;PL,PL;51.941628;17.571715
1982;1889;Dat Schaub Polska sp. z o.o., Suchy Las;4690;157385;10694;Suchy Las, PL;52.317475 22.825703;Las,;52.318449;22.828897
1983;1832;Olmet sp. z o.o. sp.k., Tarnowskie Góry;4677;157248;5242;Tarnowskie Góry, PL;50.444519 18.855476;Góry,;50.448378;18.854440
1984;1887;Fabryka Okien DAKO sp. z o.o., Nowy Sącz;2223;157166;8067;Nowy Sącz, PL;49.624917 20.691346;Sącz,;49.629293;20.687904
1985;1853;Unifreeze sp. z o.o., Górzno;1039;156960;5165;Górzno, PL;53.198085 19.644571;PL,PL;53.200249;19.643955
1986;1857;Teknos sp. z o.o., Warszawa;4675;156849;3475;Warszawa, PL;52.231924 21.006727;PL,PL;52.266363;21.016243
1987;1650;Ceramika Nowa Gala SA GK, Końskie;2311;156609;-5497;Końskie, PL;51.19382 20.40938;PL,PL;51.195052;20.415155
1988;1868;Esotiq&Henderson SA, Gdńsk;4751;156489;7597;Gdńsk, PL;39.78373 -100.445882;PL,PL;39.792425;-100.441619
1989;1923;Fabryka Mebli Biurowych MDD sp. z o.o., Sępólno Krajeńskie;3612;156256;10974;Sępólno Krajeńskie, PL;53.454743 17.534837;Krajeńskie,;53.453011;17.534587
1990;1767;MPK sp. z o.o., Lublin;4931;156102;-481;Lublin, PL;51.231292 22.568964;PL,PL;51.218489;22.571513
1991;1835;Amerplast sp. z o.o., Grodzisk Mazowiecki;2222;156083;-5205;Grodzisk Mazowiecki, PL;52.106622 20.631344;Mazowiecki,;52.106240;20.637929
1992;1865;Marpol SA, Ignatki;2222;156029;10230;Ignatki, PL;52.868693 22.921551;PL,PL;52.868576;22.921280
1993;1700;Albo sp. z o.o., Radom;4632;156009;177;Radom, PL;51.40107 21.153411;PL,PL;51.409816;21.155524
1994;1770;Yves Rocher Polska sp. z o.o., Warszawa;4775;155627;1478;Warszawa, PL;52.231924 21.006727;PL,PL;52.249111;20.990584
1995;1928;Green Factory Bronisze sp. z o.o. sp.k., Bronisze;4631;155554;1838;Bronisze, PL;54.272813 22.441635;PL,PL;54.275297;22.443339
1996;1939;PUP Agromix sp. z o.o., Rydzyna;4661;155239;4634;Rydzyna, PL;51.78637 16.667319;PL,PL;51.790242;16.666996
